contactid,genderCode,birthdate,msrc_loyaltymembership,msrc_agreementtomarketingactivity,annualincome,msrc_occupationstatus,msrc_creditscore,msrc_customerrelationshipduration,msrc_distancetoneareststore
41b1bff8-e416-4a4b-83f5-5f2468175b77,Male,9/15/1973,TRUE,TRUE,39131,Employed,1022.28218,840,1.34
b12cce7e-cb61-4e94-887d-0ceba2768ff8,Male,9/25/1994,TRUE,FALSE,74022,Employed,959.4160955,44,13.03
cd232f59-bdb4-4c30-b8bf-69b40b863ae5,Male,5/13/1976,FALSE,FALSE,37827,Employed,641.1460984,315,20.97
04871595-e346-48e0-aac6-2ae9e8e733fd,Female,7/5/1967,TRUE,TRUE,68923,Employed,999.2365015,41,3.42
d05f26a6-edcb-420e-98a8-0c9f95205707,Male,5/20/1998,TRUE,FALSE,67821,Employed,861.6773353,337,17.48
7a32f76d-861a-44a7-89cc-06a8249ff772,Female,7/23/1989,FALSE,FALSE,56113,Employed,780.2970188,202,13.32
5bb4f17b-0103-48fe-bca4-318845b1e3d1,N/A,4/24/1950,FALSE,FALSE,73219,Partially employed,496.2079258,185,9.56
4ad54a5f-0f7a-47b7-bccc-34adc8f482e7,Female,11/10/1950,FALSE,FALSE,67540,Self-employed,576.2300858,344,19.33
db02216c-2edc-4703-94dd-62f814cb638e,Female,4/22/1976,TRUE,TRUE,80333,Employed,1016.223266,1230,19.51
9131e248-1b01-4edb-b4dd-63a26f875a6f,Female,1/13/1962,FALSE,FALSE,54783,Partially employed,584.6155369,353,10.75
adebb590-6871-42be-9e94-d5ee3d99f077,N/A,7/31/1953,TRUE,TRUE,61875,Employed,1029.191153,970,9.17
fcac1c0c-1d53-4f44-97be-9024124cdf50,N/A,8/5/1960,FALSE,FALSE,75303,Employed,780.0969528,358,10.29
0659c720-63cd-413c-b306-c5e89e384de8,Male,6/28/1986,TRUE,FALSE,35526,Employed,1029.892672,1911,3.93
a32a11ad-0df0-4f9e-8b60-00904a108b66,Female,11/17/1990,FALSE,FALSE,31176,Self-employed,596.5595255,349,6.13
bf72280e-732a-4b50-837c-0853f7bedd16,N/A,2/26/1980,FALSE,FALSE,51783,Self-employed,552.8512042,264,19.93
33b247ea-388a-4ed3-ac85-026100571b04,Male,9/23/1954,TRUE,FALSE,52463,Employed,1018.240658,67,18.45
6b0c1f04-a563-4a22-96b0-638a358880f0,N/A,8/5/1973,TRUE,FALSE,29488,Employed,921.7846848,4192,17.7
f12f8834-0f08-4680-b8a0-c292c08be597,N/A,8/24/1997,FALSE,FALSE,48395,Employed,751.0741452,160,5.76
c8956dce-02ed-4ee9-9288-245d85c69154,Female,3/17/1956,FALSE,FALSE,56642,Partially employed,387.9890491,784,59.01
fe73a081-dd78-45b3-b510-aaede7922e23,Male,1/18/1984,FALSE,FALSE,63169,Employed,761.2821461,365,18.27
a7062612-f185-4020-9ade-4a8c5535158d,Female,6/4/1998,FALSE,FALSE,22070,Partially employed,530.2424191,175,15.1
82c30a4c-79d7-49ba-a85e-67f685aab0f6,N/A,1/3/2002,FALSE,TRUE,30240,Partially employed,525.4539009,260,6.62
9ef35e3e-675e-41cd-ade7-b7afdbfb4783,Female,11/15/1969,FALSE,TRUE,37703,Employed,770.099733,353,20.34
4ec928e5-d2d6-415a-83d6-9f19f4abc1b4,N/A,7/10/1953,TRUE,TRUE,43423,Employed,882.3927199,77,9.87
e8e75c3d-d33c-4e19-a506-a51cbee33b62,Male,3/13/1981,TRUE,TRUE,38902,Employed,835.545773,360,22.89
08b23302-8702-4a0c-8986-641db5389e92,Male,8/24/1978,FALSE,TRUE,24010,Self-employed,566.7395302,121,21.28
1a66a3ed-f061-4e46-a3b1-8d04c3f4ff22,Female,12/28/1994,TRUE,TRUE,45326,Employed,918.0494503,3369,19.93
1ba7e417-6854-418f-8c86-2f31458b6892,Female,8/11/1971,FALSE,TRUE,35959,Employed,767.0732031,135,23.87
dcce6f43-5c53-40b9-b07f-7ebd56ad1a51,N/A,2/17/1991,FALSE,FALSE,57858,Employed,652.8693187,190,16.65
85d6827b-f3d6-4b81-be45-77f871de2320,N/A,11/21/1962,TRUE,FALSE,50120,Employed,961.2625081,1548,7.17
ee885a83-6e17-445f-995b-296d2ef44c33,Female,10/18/1987,FALSE,TRUE,49282,Self-employed,579.6399141,144,1.19
df134f61-44d1-4cde-98f1-c249dfa093a0,N/A,1/14/1977,TRUE,FALSE,57078,Employed,949.0488364,79,7.48
ec91448c-79c0-41f6-a5df-4a56ddb94914,Male,2/27/2000,FALSE,FALSE,45707,Employed,620.0126511,224,21.51
ad60855d-4f18-46c2-ac78-eeb99608a678,Female,3/22/1968,TRUE,FALSE,31793,Employed,931.5156701,2749,7.41
43d6df64-a122-4b09-b43c-b84549cda069,Male,11/22/1955,TRUE,TRUE,39855,Employed,979.651075,62,3.28
d38d9a83-3ab4-41d9-82e7-f1bc84108d75,Female,12/28/1952,FALSE,FALSE,63501,Employed,826.8499235,310,14.8
552ba33b-18be-4331-8c88-070a33f49ae1,Male,3/9/1976,FALSE,TRUE,23903,Partially employed,588.3382219,333,7.93
7c357135-7a1e-411a-930b-b355efae7960,Male,10/6/1956,TRUE,TRUE,43358,Employed,933.2907151,1101,7
246fa4b1-cc96-4028-8f66-6cc894c20871,N/A,7/19/1986,FALSE,FALSE,45835,Employed,706.1726962,248,17.84
557f323e-f92a-4462-8d72-4c1ef96dc8b2,Male,12/25/1977,FALSE,TRUE,48248,Self-employed,597.1798812,131,8.06
a66c0fc0-acd2-45f7-af8c-14d606bc2063,Female,2/20/1962,FALSE,FALSE,72721,Employed,828.9913004,203,5.22
3b6db44c-0e6a-4ed6-a776-5a506fe73b57,N/A,3/21/1950,FALSE,FALSE,28395,Employed,672.2579247,184,14.48
8a30067f-ee9b-4662-8f6c-88f43506023a,Female,3/6/1966,TRUE,TRUE,29150,Employed,859.7853767,299,0.47
171dd1f4-0d07-48e0-93c3-2c1fc7be1e3f,Female,9/15/1989,FALSE,FALSE,30825,Employed,669.0363176,350,19.71
74e6ad8c-3d33-4b39-8995-475a5400ae1d,Male,3/20/1965,FALSE,FALSE,30699,Employed,690.7478903,188,12.02
84912ecc-dbdd-4bf4-9e7f-26b11e991ea9,Female,10/2/1988,TRUE,FALSE,56789,Employed,892.6957382,42,21.57
a23afc37-52af-4748-ab14-b036a359b16e,Male,3/25/1951,FALSE,FALSE,67927,Employed,799.7664156,277,14.53
b915818c-7f0f-4e22-ab15-e0308752a69f,Female,4/1/1996,TRUE,FALSE,44514,Employed,853.4298312,345,13.78
8b7a3ae4-6c83-4afd-8dc9-840e09511e6b,Female,10/3/1950,TRUE,TRUE,53783,Employed,932.497645,3037,12.24
b8cbf463-d6ec-4799-aba7-f755079fe19b,Male,4/11/1952,TRUE,TRUE,44299,Employed,879.4662443,85,17.2
92f35bff-1abf-4e03-9557-8ad033e8907f,Female,8/14/1967,FALSE,FALSE,25322,Employed,715.2343231,141,9.37
5dbc8ad5-7800-4d38-bccd-4393ccfa4d41,Female,1/24/1993,FALSE,FALSE,53216,Employed,643.1276794,167,5.04
a21df956-6c9b-4575-b918-8a9dba30a553,Male,7/11/2000,TRUE,TRUE,34344,Employed,983.28501,80,24.24
75e12294-8f9f-4f0e-be36-aeffd9a89aad,Female,5/9/1990,TRUE,FALSE,31262,Employed,851.5978907,159,18.7
4979d017-f818-4b53-b027-9cf57c87e300,Female,5/9/1951,FALSE,TRUE,44624,Self-employed,521.7577738,158,19.33
0bd86d52-f579-4e2a-8fdb-3ade827cd9ad,Female,9/7/1961,FALSE,TRUE,22333,Self-employed,555.4161622,303,1.64
a7fad30b-e07a-4ed3-a109-573670b1d564,Male,6/30/1955,FALSE,FALSE,54935,Employed,694.1757329,228,4.06
40bc2cf8-e326-4406-bce4-68289b8e3670,Male,3/18/1990,FALSE,TRUE,23416,Self-employed,408.6878458,848,59.59
752fc76d-f433-4481-9852-2799e06bced1,Male,5/21/1985,FALSE,FALSE,42024,Employed,708.912978,339,9.13
ec4e73c1-bb33-4eb8-b714-57b68d398a77,Male,11/7/1958,FALSE,TRUE,32457,Employed,683.5631927,194,14.8
15ab62b7-a985-4797-a186-f1e334754a2c,Male,2/15/1983,TRUE,FALSE,61715,Employed,888.2951272,66,3.41
0b8e9493-4b54-4e31-836d-4d05cac78e1d,Female,10/28/1959,FALSE,TRUE,39323,Employed,629.9357324,92,0.39
e01a1a66-ad5f-43e9-8fa1-8539eeefbf76,Female,2/6/1996,FALSE,TRUE,53412,Employed,819.5652479,294,0.35
cfc397f5-1586-4ff2-93cf-1493cdb6f431,Female,11/26/1966,TRUE,FALSE,50705,Employed,881.7580896,67,18.03
e29472a8-1584-4790-97ee-4fe19a1e7f59,Female,5/27/1986,FALSE,FALSE,32878,Partially employed,408.5827787,2893,54.3
d40ad4fe-b1f6-425a-8327-9476dce063fb,Male,7/5/1994,TRUE,FALSE,66724,Employed,915.6772988,85,12.77
ef436f22-8f9e-430c-9d03-ae74d866de64,N/A,9/29/1975,TRUE,TRUE,63632,Employed,864.5821462,340,6.85
f9aa05da-c0e7-4e9f-853d-9e1be0defa73,Male,8/4/1980,TRUE,FALSE,33413,Employed,932.8797131,1764,16.47
133fba83-2399-41d5-ae2c-fa8335b29855,Female,10/4/1972,TRUE,TRUE,61161,Employed,861.4739341,351,23.34
8081031d-20c0-4fd5-b469-88808670427b,Female,11/10/1978,TRUE,FALSE,32429,Employed,842.1058756,215,19.93
efa154ab-03c6-4e88-b472-2b54acfd3171,N/A,8/31/1968,FALSE,TRUE,73595,Employed,798.3290433,340,2.54
1cd8697b-2120-4d81-91d2-2053efd8c3bc,Male,5/19/1964,FALSE,TRUE,59225,Partially employed,570.2818442,360,2.11
08a4e84e-7d16-4513-908a-0f8ce398dca6,Female,12/31/1974,FALSE,TRUE,75198,Employed,626.1028186,120,10.52
3ff8ffd3-65d1-47e9-bdee-cc616fdd8890,Male,8/15/1960,FALSE,FALSE,46398,Employed,709.3204827,348,22.79
a03a292d-a05f-4c06-897d-1a6d5303d120,Female,12/25/1956,FALSE,FALSE,51893,Employed,771.694628,332,7.7
8ba0ec11-8f42-4590-bc0a-252f6b3381e9,Female,4/10/1956,FALSE,TRUE,28107,Employed,794.5979638,244,12.19
c1f7c990-edbc-45ab-9104-e68d188e5730,Female,12/25/1995,TRUE,TRUE,37925,Employed,879.3305109,86,4.12
4854aee5-f4cb-48bd-96ea-3200d71602a9,Female,7/20/1954,TRUE,TRUE,53425,Employed,1004.840497,2419,15.49
356764ee-4961-4c36-9aab-f856688d2af8,Male,3/8/1966,TRUE,TRUE,59279,Employed,951.2937156,1867,16.73
0ee9d8da-d008-4196-8bc9-b46d8b0d5e80,Female,5/26/1951,FALSE,FALSE,44587,Self-employed,584.9473873,201,12.1
2c30f98d-5bdb-4a04-a319-7fb0357b7613,N/A,12/24/2000,TRUE,TRUE,52329,Employed,841.0856344,319,4.48
2d9ee36f-d867-4d03-81f5-1c7d07b45d95,Female,12/24/1988,FALSE,TRUE,45592,Partially employed,562.4995464,147,6.87
eef02cc6-cb83-42b5-9850-1c31a6ee9089,N/A,11/4/1965,TRUE,FALSE,62500,Employed,1003.50602,75,16.39
4d5b760e-9711-4eb0-bf7b-a22251891db2,Female,3/5/1983,FALSE,FALSE,31909,Partially employed,572.9649078,332,20.35
eaebc3df-cb48-4a80-97b4-1df12c3d79b0,N/A,1/2/1951,TRUE,TRUE,44147,Employed,1033.537271,3837,6.49
6461b33e-fee5-4136-8d63-3550f5c800a7,Female,9/1/1993,TRUE,TRUE,44363,Employed,842.7446362,176,20.23
1133ec52-5723-45fd-b22f-944596784fd7,Female,10/25/1963,FALSE,TRUE,42367,Employed,606.0738136,249,22
d9dce4e3-1878-409e-9c79-adffd0185f23,Male,7/1/1955,FALSE,FALSE,48571,Partially employed,548.8442954,251,21.24
6d41f815-2e6d-4e7c-9dde-a6574cf84315,Male,5/10/1964,FALSE,FALSE,27971,Employed,797.8696464,124,4.67
11f7a4b1-ddab-4954-96c1-6e23ce69a5cb,Female,11/20/1958,FALSE,FALSE,21805,Partially employed,515.7823365,319,5.2
ded4fa44-ca04-4c7c-8410-c9d7b617ec39,Male,5/31/1965,TRUE,TRUE,41801,Employed,975.1142527,623,0.41
2754104c-481b-4372-b3c3-c7f4b444be22,N/A,11/26/1973,FALSE,FALSE,48929,Employed,679.719677,214,16.26
1d0b293a-53bb-4ac4-bffe-5eed866bc61d,Male,12/3/1977,TRUE,TRUE,33443,Employed,934.9923518,2958,2.87
8504e864-bad4-466f-9bdf-d54acbdb0349,N/A,12/31/1954,FALSE,FALSE,28396,Partially employed,577.3229017,189,11.62
ed366268-672a-4e71-b8b0-716ec50469a7,N/A,11/12/1954,FALSE,TRUE,32755,Employed,711.0974161,136,14.34
40423f88-a144-403e-ab52-443bd7b35af2,Female,5/4/1983,FALSE,TRUE,42404,Employed,788.9760992,218,12.51
8f7e93aa-3fbe-4f00-b0b8-a5762a4c1a8a,N/A,2/18/1965,FALSE,TRUE,38882,Self-employed,530.5664701,308,14.55
6462e111-ce65-47ad-873d-0a65898dde32,Male,7/28/2000,FALSE,FALSE,42284,Employed,718.9190727,146,0.9
4713f730-c922-4ed8-b2c7-8ae9e9aaf03e,N/A,6/20/1969,TRUE,FALSE,36039,Employed,912.2997729,90,8.74
f3801491-8831-4a06-90f5-b2a2729cb88c,Male,12/23/1973,TRUE,TRUE,34829,Employed,1017.764873,3861,12.99
e2e73b3d-9b6a-495d-b20b-7cfd82ab4d6a,N/A,4/11/1990,TRUE,TRUE,64603,Employed,857.7705788,165,0.48
9542e202-1023-4efe-8244-ac9921b5f535,Female,5/8/1956,TRUE,FALSE,57449,Employed,979.3578647,3506,22.1
6cf92946-f2f7-43c1-9837-fb52aa2ff26c,Male,5/13/1989,FALSE,TRUE,42445,Partially employed,557.2786063,232,5.67
0e83a21e-0d93-41ed-8118-0a38ba296f94,Male,3/16/1990,TRUE,TRUE,37746,Employed,926.8958678,1643,22.03
733dcf41-0eab-47f0-91da-6abc87c5bcac,Male,9/21/1976,FALSE,FALSE,21094,Partially employed,400.5961269,3824,45.48
94ab0543-36b7-4ba9-a99b-aab8640a44ea,Male,1/1/1995,TRUE,FALSE,36937,Employed,839.1156718,280,3.41
942c97dd-2393-4b1e-b6f8-ff58d88783d6,Female,10/23/1992,TRUE,FALSE,86039,Employed,1038.487461,624,20.71
b85f4cd4-951a-41d0-8489-4701283cd7c6,Female,2/7/1989,TRUE,FALSE,50408,Employed,891.4991241,61,13.7
97170e0d-ad55-4c99-aec5-5e31a19b9879,Male,7/23/1979,FALSE,FALSE,33088,Employed,644.0242747,311,2.71
c434a372-d886-49a8-abab-02639dc39d11,Female,1/3/1958,FALSE,FALSE,0,Unemployed,386.2104401,1213,73.3
a4e7132f-55c6-4aa2-8ab4-991dcc2bcb4e,Male,9/11/1957,FALSE,FALSE,49519,Employed,657.4476096,130,5.44
aa16e1ce-eef5-4ad4-ac66-08781dd4aac7,Female,8/7/1984,FALSE,TRUE,46238,Employed,781.6897139,326,15.38
1aa17113-88aa-4fdb-bd95-5f09c2c42fcf,Female,7/27/1957,FALSE,TRUE,47970,Employed,634.1257884,152,23.31
9fe89208-d6ed-474c-94d6-672020668028,N/A,5/26/1969,TRUE,FALSE,92290,Employed,953.5948397,72,23.69
0ce04c83-7be9-46e6-a3c6-254c24719cc9,N/A,12/14/1964,FALSE,TRUE,48454,Partially employed,508.5829787,260,16.61
0ad65263-9c1a-45b7-813a-09691bf32630,N/A,12/14/1980,TRUE,TRUE,42537,Employed,844.4773108,253,3.2
1e0fddc7-3b17-4eda-b9a0-3d368427bf2f,Female,2/6/1978,TRUE,FALSE,35118,Employed,969.9675393,2354,6.78
fdeea394-39b0-4bc3-b62f-842d16a3b683,Male,6/12/1950,TRUE,FALSE,46976,Employed,956.4376592,3603,18.62
6d10a1ec-e857-4c17-bc14-5e3c30334aff,N/A,12/6/1987,TRUE,TRUE,31734,Employed,966.9968354,65,19.57
a100ebea-cce4-40c1-be3f-26c95f2ce70b,Female,6/2/1992,FALSE,FALSE,29110,Employed,650.5562754,158,15.12
a8174e8e-b9bd-4402-845a-c825ad65b6e8,Female,11/15/1984,FALSE,FALSE,45265,Self-employed,406.5813547,2519,36.55
002d9392-54b6-4eeb-b429-652a4f8ba0b2,Female,7/20/1990,FALSE,FALSE,44188,Partially employed,509.7135274,340,23.78
8209a513-cf19-4aaf-8d1c-dcbd34de224e,Female,11/11/1986,FALSE,TRUE,74532,Employed,756.4669587,98,6.77
63c2d38c-3ffb-4a3a-9850-c777cdf74bee,Female,6/29/1980,TRUE,FALSE,43444,Employed,977.1364234,1086,7.94
d037f873-0b1f-4678-b7d4-1a463c31eb39,Female,12/30/1966,FALSE,FALSE,37447,Partially employed,516.156404,326,12.34
478e3db4-5e1a-49aa-8fd7-c096f482e7ea,Male,3/21/2002,FALSE,FALSE,58271,Employed,680.0799501,100,15.35
11bd191c-4e8b-4352-96e0-ae9ba3acc2b4,Female,8/18/1965,FALSE,FALSE,41946,Self-employed,585.2033608,239,6.37
6212c1ee-c4a6-4ecb-97b5-22b03276aad4,N/A,2/21/1974,FALSE,FALSE,47612,Employed,670.5739283,281,18.93
ade6efcc-213e-4af5-8cf1-16ed2cca755b,N/A,3/31/1950,FALSE,FALSE,43707,Employed,632.4592076,163,3.68
7f40d1fb-6fbb-4805-ab2e-d78907264130,N/A,2/2/1957,TRUE,TRUE,59042,Employed,845.1474909,345,8.62
843b16f4-bf14-4387-b921-d71c4b487d6d,Female,1/2/1986,FALSE,TRUE,41858,Self-employed,495.7532643,310,12.8
b13839b6-1d76-4890-91e4-db33064ee1b4,N/A,6/17/1966,TRUE,FALSE,31539,Employed,885.2086649,81,11.19
e6e86027-e88a-4a05-a89b-697adea813ea,Female,5/31/1969,FALSE,FALSE,36735,Employed,719.6790888,199,12.3
0ba25457-1fc7-4dfe-9a92-e84ca97812b5,Male,8/5/1998,TRUE,TRUE,70304,Employed,856.5843447,276,6.21
251f93da-33a1-487f-8435-fe8fb75314f9,Female,9/9/1952,FALSE,TRUE,23465,Employed,613.7119446,261,13.51
5b740a75-d96a-4771-8325-b791490f9f7e,Female,5/2/1955,FALSE,TRUE,33717,Self-employed,580.5780242,312,18.88
8ee471e1-fe41-4aac-8b7d-ed728fe944cf,Male,9/19/2000,TRUE,TRUE,49035,Employed,980.1318111,67,11.98
442f84c1-c351-4b2a-bfe0-06462393ca02,Male,5/21/1968,TRUE,FALSE,59301,Employed,937.0817712,1604,1.09
5df002bd-955e-4030-a2ad-a6c0f5fca39c,Male,12/6/1982,FALSE,FALSE,28051,Employed,804.576653,224,10.84
23700b43-18f6-4a5f-9e09-c1519e369bf8,Female,5/11/1995,FALSE,TRUE,24089,Employed,626.3993796,267,8.6
3f82dab2-7842-456c-ac69-2be3d8999cc2,Female,7/18/1977,FALSE,FALSE,48733,Employed,771.4900498,196,16.64
b8a97e45-32ac-42da-b23c-e84b002531ea,Female,6/23/1961,FALSE,FALSE,44080,Partially employed,567.9069035,203,13.71
18c77c51-b102-4c34-b5b2-c1e37a037a8f,Male,3/22/1957,FALSE,FALSE,82352,Employed,653.7919591,205,4.68
a6890cf1-9471-4c6f-ac4b-e987b0bc24eb,Male,1/25/1986,TRUE,TRUE,38851,Employed,1035.667088,50,15.78
f822df9a-22a6-49a4-b6c6-f1ea3c28b218,Female,11/17/1965,FALSE,FALSE,38410,Employed,682.6127766,326,9.44
1681d76c-520d-4dbd-8321-548516af87a9,N/A,11/28/1992,FALSE,FALSE,37155,Employed,673.5030453,268,6.63
0785acb9-bc6e-4daf-bf4b-c40368a766c2,Female,5/22/1987,FALSE,FALSE,70690,Employed,782.1628722,282,6.35
20ba90cc-db9a-4ae5-9e34-24b1a09ac5c7,Female,2/3/1973,FALSE,FALSE,28247,Employed,776.1628014,292,21.21
4e9c071f-7927-4538-a87c-6d3a72bb4af0,Male,1/15/1958,FALSE,FALSE,29886,Employed,698.6882757,300,2.77
74402db5-60ae-4262-9e8e-7876869cf088,Male,5/1/1951,TRUE,TRUE,58949,Employed,947.3632681,4164,15.4
57e2e6c9-6d26-4990-b22c-22ee200b6151,Female,3/25/1962,FALSE,FALSE,57206,Partially employed,559.3706073,156,1.23
a966b6e8-1148-4e1c-8405-247e59f38bdc,Male,4/13/1971,FALSE,TRUE,48733,Employed,732.8686038,222,18.02
3df61015-670d-4d8d-bdd3-01c5f4ad89c6,Male,10/13/1992,TRUE,TRUE,30597,Employed,984.7965835,1656,21.85
02fe4de4-b9dc-4a76-8b4e-df72c3ba1b2c,Male,11/22/1997,FALSE,TRUE,55780,Employed,751.9752072,130,22.67
112a698b-97e2-44f7-95dc-177fc446fba4,Male,12/2/1990,FALSE,FALSE,32033,Employed,610.0886438,266,22.21
2e8793d1-7b26-4486-a704-39bc0b4596b8,Male,12/13/1999,TRUE,TRUE,40069,Employed,855.9928739,351,10.76
be0f6dae-54c6-4949-a2a7-f34464968f9d,Male,12/6/1991,FALSE,FALSE,64997,Self-employed,579.5205656,266,8.15
a509c86d-f16b-44ff-9b17-a69eb47c4412,N/A,4/5/1950,FALSE,FALSE,36365,Self-employed,537.789433,157,8.99
e6aa92ea-3bd0-43c2-aaa3-1af2497ef60a,Female,1/5/1963,FALSE,TRUE,76619,Employed,831.6430812,254,12.77
e719038f-7b69-4dbb-8e10-141af3c74f0a,Female,8/10/1968,FALSE,FALSE,55132,Employed,731.3172689,168,13.4
b16bda7c-4059-492b-b1ae-50b3d2708ba3,Female,1/21/1962,FALSE,FALSE,28833,Partially employed,393.315531,4282,28.43
15aa57f2-6b62-4163-b644-8c275dd3dfca,Female,12/30/1992,FALSE,FALSE,34702,Self-employed,515.7322511,134,0.74
046feaf5-00a2-494f-8e19-d778ddb90723,Male,2/27/1989,FALSE,FALSE,36126,Partially employed,555.7501864,180,14.64
e9d49a8f-2c93-4c05-a461-7771a6a6836c,Male,2/26/1995,FALSE,FALSE,38666,Employed,811.6992688,258,8.91
ffcdb8ad-897c-4047-b489-0b0e5ab3676b,Female,4/18/1964,FALSE,TRUE,37112,Employed,745.0809627,358,6.88
3059f977-46c9-4928-b038-2db01b51de2c,Female,12/14/1962,TRUE,TRUE,49658,Employed,919.9918117,1603,2.71
abf05b67-b1a9-4db1-9d11-a232bebe2b9c,Female,8/2/1980,TRUE,FALSE,62986,Employed,989.1307118,3291,21.77
e0d3ae25-fec9-4fbd-818f-ee4080a575d6,Female,12/28/1959,FALSE,TRUE,25682,Employed,605.7868949,190,8.14
a6e2f86b-2b4a-4a2d-b1c6-361bfa1af960,Male,3/23/1953,FALSE,FALSE,59351,Partially employed,581.6413765,351,11.45
825940eb-135f-4066-b733-c343284d3205,Female,9/15/1985,FALSE,FALSE,47941,Employed,805.1087224,103,19.63
62b5a81b-77fb-40bc-99a7-83604d2a7447,N/A,7/9/1950,TRUE,FALSE,43763,Employed,868.8666265,42,16.09
5e277872-bc94-4969-98a6-209e631978d0,Male,11/3/1969,TRUE,TRUE,59477,Employed,939.7367314,60,11.9
70fbce37-c5f2-499e-9c4f-419cc9a0868a,Female,5/29/1985,TRUE,FALSE,63248,Employed,999.9782804,2527,5.97
cef5e3ff-b5c4-461a-bd86-8c0a6a751de7,Male,9/19/1967,TRUE,FALSE,42928,Employed,882.0062602,37,14.1
4ffa3064-95bd-4b33-95f7-a77df5dbe013,Female,6/2/1974,FALSE,TRUE,35952,Partially employed,496.924159,323,4
d6b34efa-6a32-4aa1-b4f1-7e06ce495594,N/A,12/28/1998,FALSE,TRUE,33407,Employed,816.2465895,115,8.74
330758ff-4691-4585-8e61-1d647167785b,Male,5/30/1986,FALSE,TRUE,34807,Employed,688.9624358,316,2.2
2b71b48b-4450-4c5d-820d-3e85c0ea2362,N/A,5/10/1994,FALSE,TRUE,34509,Employed,718.4862524,307,14.49
00e92e26-38d2-4329-b47e-ef8d08b21747,Female,1/16/1971,FALSE,FALSE,34478,Employed,690.3966071,142,18.34
436bd0dc-a2a2-46ba-9921-c4751453ff1a,N/A,6/18/1950,TRUE,FALSE,50226,Employed,971.5437622,875,22.47
a7990936-11ca-422e-b639-593d3c6ece92,Female,4/26/1999,TRUE,FALSE,63854,Employed,853.813172,148,9.71
3e9fe8ca-5fef-4294-b4b3-f49b8c839f9c,Female,7/17/1974,FALSE,FALSE,36927,Employed,783.36228,260,9.62
541af7db-25a7-4ab6-8398-a15d71e9736c,N/A,6/12/1966,FALSE,FALSE,39264,Employed,692.9660165,205,7
8657f2a3-3e02-4eee-a853-abafcc16b386,Male,10/4/1956,TRUE,TRUE,83282,Employed,1011.247904,1890,10.78
116e6eb0-5db9-4200-946b-e0a3fc12577a,N/A,4/28/1988,TRUE,TRUE,40786,Employed,996.3778939,37,5.87
e2aba1ed-afbe-49d2-b3f6-8e2564ae3b37,Female,9/9/1952,FALSE,FALSE,32732,Employed,806.6223907,108,1.92
345e9f37-1352-42fa-b62b-3b8528624c31,Male,1/21/1955,FALSE,FALSE,30642,Employed,662.575195,327,15.14
c9ddcfc0-7fb7-4a56-bd16-182276de1955,N/A,1/6/1962,FALSE,FALSE,40655,Self-employed,495.3745134,141,8.72
3a82c263-1606-47b5-800e-8b682a56ae72,N/A,1/2/1978,TRUE,FALSE,46494,Employed,1015.684689,1725,11.17
720a2620-161a-4f3f-9857-4ffffb65104d,Female,12/4/1983,FALSE,TRUE,48035,Employed,612.0061425,306,17.67
0441de96-c541-451b-8f3e-5911a7ab447f,Female,7/2/1993,FALSE,FALSE,39115,Employed,760.2821862,327,12.61
6e9337c0-83d2-420a-b157-1b478ed00260,Male,2/5/1971,TRUE,TRUE,63472,Employed,907.6005456,974,9.83
c6e294d7-d003-45e1-9dac-6e53158fe946,Female,2/14/1950,TRUE,TRUE,76789,Employed,982.5408446,61,21.95
c1483a62-a3e9-4b23-b59c-869c7352132f,Female,5/23/1999,FALSE,FALSE,68445,Employed,808.4841502,173,23.74
1beaffee-ca7f-48d4-812c-fe1bfff2a15d,Male,11/25/1977,TRUE,TRUE,47770,Employed,905.4042576,615,20.04
acbb2931-5638-4715-992b-e7d547b54e2d,Male,10/2/1985,FALSE,FALSE,65327,Employed,777.8628996,274,21.01
e891a7f3-b6db-4b06-8df9-26eb253ddcc4,Male,1/14/1989,FALSE,TRUE,26087,Employed,726.5107642,141,21.73
0c4bf314-4a09-4a1c-a1e6-079ef6453555,Female,7/1/1991,TRUE,TRUE,62978,Employed,976.4502276,35,14.93
f7802000-d891-4087-af17-225c70fd7f02,Male,4/28/2002,TRUE,TRUE,54621,Employed,991.3469421,3694,5.93
53d05090-2be6-4b79-9fc0-97de2c759c90,Male,2/20/1985,TRUE,FALSE,98294,Employed,1006.080561,65,8.03
dc556efc-8dd5-4182-b913-cf8b5eab70ce,Male,10/23/1972,FALSE,FALSE,40972,Employed,828.2811196,196,16.34
e8aa2a52-af2b-4e53-837d-8310fbf0108f,Female,1/19/1986,FALSE,TRUE,40326,Partially employed,504.8330372,253,2.92
13b96248-8125-45eb-bd29-681a1376cc9c,Female,9/17/1983,FALSE,TRUE,39982,Employed,601.5862662,133,0.93
b7e60d7d-59d6-43bf-bb84-225fb452470c,N/A,4/9/1984,TRUE,TRUE,48798,Employed,858.3964492,121,24.36
d8c19c21-3abb-499b-90b0-46ecba2754da,Female,11/5/1962,FALSE,TRUE,42938,Self-employed,573.8705679,122,12.89
85b64fce-acea-47fd-85f5-67801392cb02,Male,12/16/1969,TRUE,FALSE,37734,Employed,892.5551327,46,0.48
5ba1ca18-5e0f-41b4-94fa-443b4085ec61,Female,12/23/1951,FALSE,TRUE,22681,Partially employed,399.656504,3729,72.63
997aaa6c-9fa7-4cb4-bca4-8832dae8bde6,Female,10/5/1974,TRUE,TRUE,32996,Employed,845.6484028,106,5.83
